u,g,r,i,z,redshift,ra,dec,mjd,plate,logg,feh,temp,class
18.865660495705317,17.993904739301005,15.641799351400923,15.988572388132804,15.800231826638766,0.002539360101302442,203.14375891097532,83.51004657102484,52047,668,4.2028944206098195,-0.6253066514064347,7262.6280769991545,MAIN_SEQUENCE
17.252019072511406,18.789035832399023,18.19120699254618,16.952602549208716,15.441827508703815,-0.0026878106361515417,143.77189590964485,11.981439182926959,52651,620,4.740216843924299,-0.14964845086014522,4713.083389367137,MAIN_SEQUENCE
19.40054143496775,16.180502322582946,17.241967993584804,15.653634269240431,17.032616293604384,0.0005206846466532024,313.995339622698,42.12718835670855,52886,924,3.7831214749435906,-0.5395549382143061,5270.656331275415,MAIN_SEQUENCE
19.628677659669457,17.486172021373697,16.700090881537598,16.284644078514397,16.85334328282133,-0.0011812722737049733,254.9772964359718,87.61020687668113,52714,923,4.073348691986713,-0.018982562356382876,7308.722652425298,MAIN_SEQUENCE
16.158757773615395,18.712068624917034,17.04918248823961,16.755808648668914,14.475441201139226,0.0067273060162460095,256.57188128394745,61.80854140919098,52918,537,4.161561178578072,0.006597833658443634,8037.7627391656315,MAIN_SEQUENCE
16.93738459176522,17.872160163176854,18.336770787041004,16.578114646085623,15.398065385917139,-0.001007559006365432,220.2687964851574,14.713914396795207,52551,885,4.135640374641662,0.45159666573852003,9111.057859255447,MAIN_SEQUENCE
18.653408483800742,19.41406719328523,18.031240517325074,17.726907602369923,16.955188151601703,-0.001994487996831574,150.11794896553573,-63.595489474819516,52780,67,4.49421603505996,0.23149836571677693,5333.359477848299,MAIN_SEQUENCE
18.1205088891877,16.06648430599439,17.1720765419945,16.262172382594446,16.62778617818786,-0.004540742836873187,35.488450153960784,-23.16829418176301,53001,603,4.819272720615335,-0.10794753116028179,6818.117289572801,MAIN_SEQUENCE
18.479838610994854,15.940998055259254,16.16089253593072,14.530018755363049,16.299068281996263,-0.0010725286766755078,228.26180336764335,67.81030650084284,52371,757,3.906657534941872,-0.2663901922843789,3276.733136686937,MAIN_SEQUENCE
17.476347286911704,18.64665516828499,16.23145540308836,15.31422709066847,17.305678067410184,0.0012456946475354143,149.27741723160415,-75.00339947895323,53501,633,3.9679307030556603,0.07511827354263578,8362.480761468269,MAIN_SEQUENCE
19.555277569835393,18.752387936426054,18.053030159924663,16.98218186449881,15.256967032311005,0.0031744965931964604,162.91679565503125,69.63915529093961,52516,365,4.3493003341391026,-0.09859272133577157,5749.342615857037,MAIN_SEQUENCE
19.433350322514737,17.587424992484983,16.022257574345605,16.413196729993242,16.105008300512235,-0.0011403449279830844,332.62822467848497,23.55565396828666,53920,214,4.367372435710276,-0.33072602920739486,7059.985146760072,MAIN_SEQUENCE
18.57923683707346,18.240433840050297,17.181845511755693,15.763328268041903,17.218037151866245,0.0033429512080210464,259.5787677548623,55.74689937428984,52687,17,4.739474618771878,-0.809152047237485,6961.966385781094,MAIN_SEQUENCE
19.85268944836164,18.619727675394547,19.981072127379903,18.95845132908936,16.050704973540586,0.0008726178503341113,281.41267777797424,-17.611554354343994,52234,747,4.246962061611388,0.4999979721054008,6710.132526175753,MAIN_SEQUENCE
19.061011210702453,16.90475047356308,17.759560838370096,17.828750121386356,17.012546728544326,2.9170750931355906e-05,273.670651066171,-34.791654765578464,53077,5,4.09826397959519,0.13081439663130454,5051.476558468469,MAIN_SEQUENCE
17.468849044540114,17.022466787445772,18.042249203995006,16.941572839856747,15.553770333115093,0.001345677214270313,155.70927840638265,84.52170747890108,53754,819,5.074849768303373,0.0035800626992403754,4895.077750340269,MAIN_SEQUENCE
18.942500940899,18.0086987971185,16.238964728133674,17.2332972424992,15.876150546016406,0.0038351440142907326,201.21681189789666,16.13033473200221,53086,923,4.3653027732695,-0.17170702800275328,7371.694663075331,MAIN_SEQUENCE
17.3493408790052,18.794497855883094,16.072698343827557,16.734858988993015,14.91780218765058,0.001102216418521572,195.68680546683538,33.36758445444813,52689,992,4.558273563719396,0.38013460451387043,5231.287790558988,MAIN_SEQUENCE
19.554140361568727,16.517447381006217,18.09582203703805,15.746184755304753,14.642873435209562,-0.001216523241960971,86.69255600474024,76.89642482674634,53729,268,3.4114218689039477,0.07690255376519457,4952.144331678048,MAIN_SEQUENCE
18.440088906816495,17.58225760487148,17.01764801110514,18.030720286390817,16.224052851160902,0.0018482831725084507,227.77443605635352,-4.545631111195483,53037,221,4.13121189278785,-0.6075749532881104,5838.208339887415,MAIN_SEQUENCE
18.278165163745687,17.531339705125117,18.473621481563676,17.85133008110893,17.150024028794515,0.0018162832511096052,134.87034231157276,-75.21194145288213,52921,748,4.765043855222578,-0.2666584754857826,5797.963853551751,MAIN_SEQUENCE
17.68288454671527,18.259755015547043,17.44313323762452,15.022666216927988,16.585201313274336,0.0006194482584952963,19.522194627685444,-45.29492725456959,52231,555,4.257538941804605,0.036877799391880975,5366.460426909215,MAIN_SEQUENCE
19.967049606408835,17.790431792990283,20.856362785550132,17.226432502115756,17.86028488884607,0.0030430889520703316,349.2523026002811,22.20259755273392,53332,212,4.165976775325523,0.17221017642805939,5783.352217207259,MAIN_SEQUENCE
18.314564621517437,17.199528057816856,16.827680184686653,17.336832225577563,16.30720056521231,-0.0035782899681468666,149.8066351223475,47.33493359626998,52274,971,3.2566557403899545,-0.277955288300607,6410.529638091606,MAIN_SEQUENCE
17.98600661340427,19.173422358833147,17.68913152918943,16.678268771144058,14.579860875154116,0.0017141461554923145,125.96168368951155,1.084137249025312,53480,466,4.134994543395327,0.26829541695643516,4486.185984072481,MAIN_SEQUENCE
18.077439739414125,17.2068167702171,16.505854337412533,19.097265338631434,17.044194316545873,0.002568697573247639,225.84715547421817,25.461794748619308,53630,719,4.826322984377626,-0.5891103226035194,4252.5489310260555,MAIN_SEQUENCE
19.13877102266402,17.478694000676402,18.43208001065243,18.988744666259443,15.621471877460708,-0.001897633181729404,163.28796955736632,32.67882195928327,53164,298,4.206335178635851,-0.26769664225598533,6852.929306558801,MAIN_SEQUENCE
18.938532877236895,16.049352600488415,17.840512393874288,16.622492034752465,16.82588064924893,-0.001966521170664668,351.8448877120767,-82.48213650732772,53027,332,4.439731756515134,-0.25515614795335445,6612.586998365443,MAIN_SEQUENCE
18.995279133915187,17.015011535469515,16.438810146585674,16.777180789505906,14.414518043570613,0.002996256857828322,18.02708223217678,-4.409972121720809,53812,993,4.041139998099077,0.09476604275522582,5489.210238402655,MAIN_SEQUENCE
19.016985203609458,18.367683683972956,17.082715105886574,16.659729568590805,16.42495095887953,0.0033489082510495317,293.98401125015516,67.87565974066378,52482,45,4.036658848731729,0.2008212326111853,5160.83964194866,MAIN_SEQUENCE
